സുഖം	NOUN	സുഖം	n	any	sg	3	d	_	_
കുറച്ചൊന്നും	ADJ	കുറച്ചഒന്നും	avy	_	_	_	_	_	_
അല്ല	VERB	അല്ല	avy	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

വില	NOUN	വിഷാദം	n	any	sg	3	d	_	_
കുറഞ്ഞ	VERB	കുറ	v	_	_	_	_	ഞ്ഞ	nja
സൗകര്യങ്ങല്‍	NOUN	സൗകര്യ	n	n	sg	3	d	കള്‍	NGaL
മാത്രം	PART	മാത്രം	avy	_	_	_	_	_	_
ഒരു	ADJ	ഒരുപക്ഷെ	avy	_	_	_	_	_	_
പ്രദേശത്ത്	NOUN	പ്രദേശ	n	n	sg	3	d	_	ttu
ലഭ്യമാവുമ്പോള്‍	VERB	ലഭ്യ	v	_	_	_	_	_	mAvumbOL
കുറച്ചു	ADJ	കുറച്ചു	avy	_	_	_	_	_	_
പണം	NOUN	പണം	n	n	sg	3	d	_	_
മാത്രം	PART	മാത്രം	avy	_	_	_	_	_	_
ചെലവിടാന്‍	VERB	ചെലവിട്	v	_	_	_	_	_	An
കെല്പ്	NOUN	കെആണ്ട്	n	_	sg	3	d	_	_
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ടൂറിസ്റ്റുകള്‍‍	NOUN	ടൂറിസ്റ്റ്	n	n	sg	3	d	കള്‍	kaL
മാത്രമേ	PART	മാത്രമേ	avy	_	_	_	_	_	_
ആ	DET	ആ	avy	_	_	_	_	_	_
സ്ഥലം	NOUN	സ്ഥലം	n	n	sg	3	d	_	_
തെരഞെടുക്കക	VERB	തെരഞെടുക്ക്	v	_	_	_	_	_	uka
ഉള്ളൂ	VERB	ഉള്ളൂ	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഉള്ളി	NOUN	ഉള്ളി	n	n	sg	3	d	_	_
കൃഷി	NOUN	കൃഷി	n	n	sg	3	d	_	_
ചെയ്യാം	VERB	ചെറിയിനങ്ങള്ക്ക്	v	_	_	_	_	ആം	Am
.	PUNCT	.	punc	_	_	_	_	_	_

ഭാരത	NOUN	ഭാരതം	n	any	sg	3	d	അ	a
-	PUNCT	_	punc	_	_	_	_	_	_
പാകിസ്ഥാന്‍	NOUN	പാകിസ്ഥാന്	n	any	sg	3	d	_	_
അതിര്‍ത്തിയില്‍	NOUN	അതിര്ത്തി	n	any	sg	3	d	ഇല്	ilZ
വാഗാ	NOUN	വാഗ	n	any	sg	3	d	ആ	A
അതിര്‍ത്തി	NOUN	അതിര്ത്തി	n	any	sg	3	d	ഇല്	ilZ
ഒരു	ADJ	ഒരു	adj	any	any	any	_	_	_
സംയുക്ത	ADJ	സംയുക്ത	adj	any	any	any	_	_	_
താവളം	NOUN	താവളം	n	any	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഇത്	PRON	ഇത്തരം	adj	any	any	any	d	_	_
ഒക്കെ	PART	ഒക്കെ	avy	_	_	_	_	_	_
നമ്മള്‍	PRON	നമ്	pn	n	pl	1	d	കള്‍	kaL
അറിയണ്ടേ	VERB	അറി	v	_	_	_	_	ഏണ്ടേ	NGaLuTe
?	PUNCT	?	punc	_	_	_	_	_	_

മസ്തിഷ്കത്തെ	NOUN	മസ്തിഷ്ക	n	n	sg	3	d	ത്ത്എ	tte
ബാധിക്കുന്ന	VERB	ബാധി	v	_	_	_	_	ഉന്ന	kkunna
ഏത്	PRON	ഏത്	pn	n	sg	3	d	_	_
അസ്വസ്ഥതയും	NOUN	അസ്വസ്ഥത	n	n	sg	3	d	ഉം	yum
ഗൌരവം	NOUN	ഗൌരവം	n	n	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

അലഹബാദ്	NOUN	അലഹബാദ്	n	any	sg	3	d	_	_
നഗരത്തിന്‍റെ	NOUN	നഗരം	n	any	sg	3	d	ഉടെ	uteV
മഹത്വം	NOUN	മഹത്വം	n	any	sg	3	d	_	_
വിശ്രുത	ADJ	വിശ്രുത	adj	any	any	any	_	_	_
ചൈനീസ്	NOUN	ചൈനീസ്	n	any	sg	3	d	_	_
സഞ്ചാരിയായ	ADJ	സഞ്ചാരി	n	any	sg	_	_	ആയ	Aya
ഹുയാന്‍സാങ്ങ്	NOUN	ഹുയാന്സാങ്ങ്	n	_	sg	3	d	_	_
തന്‍റെ	PRON	താന്	pn	any	sg	2	o	ഉടെ	uteV
യാത്രാവിവരണത്തില്‍	NOUN	യാത്രാവിവരണം	n	any	sg	3	d	ഇല്	ilZ
വര്‍ണ്ണിച്ചിട്ടുണ്ട്	VERB	വര്ണ്ണിക്ക്	v	any	any	any	_	ടിട്ടുണ്ട്	tittuNt
.	PUNCT	.	punc	_	_	_	_	_	_

വാര്‍ധക്യകാലരോഗങ്ങളുടെ	NOUN	വാര്‍ധക്യകാലരോഗ	n	n	pl	3	d	കള്ഉടെ	NGaLuTe
ചികിത്സാച്ചെലവ്	NOUN	ചികിത്സാച്ചെലവ്	n	n	sg	3	d	_	_
വളരെ	ADJ	വളരെ	adj	_	_	_	_	_	_
കൂടുതല്‍	NOUN	കൂടുതല്	n	n	sg	3	d	_	_
ആയിരിക്കും	VERB	ആയിരിക്കും	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

നിങ്ങളുടെ	PRON	നിന്	pn	n	pl	2	o	കള്ഉടെ	kaLuTe
ചുറ്റും	NOUN	ചുറ്റും	n	_	_	_	_	_	_
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ക്രൂരതകള്‍	NOUN	ക്രൂരതകള്‍	n	n	sg	3	d	കള്‍	kaLu
നിങ്ങള്‍	PRON	നിന്	pn	n	pl	2	o	കള്‍	kaLu
അറിയുന്നില്ല	VERB	അറി	v	_	_	_	_	ഉന്നു	yunnilla
എങ്കില്‍	SCONJ	എങ്കില്	avy	_	_	_	_	_	_
അത്	PRON	അത്	pn	n	sg	3	d	_	_
നിങ്ങളുടെ	PRON	നിന്	pn	n	pl	2	o	കള്ഉടെ	kaLuTe
നിഷ്‌ക്രിയത്വം	NOUN	നിഷ്‌ക്രിയത്വം	n	n	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
സൂചിപ്പിക്കുന്നത്	VERB	സൂചിപ്പി	v	_	_	_	_	ഉന്ന	unnatu
.	PUNCT	.	punc	_	_	_	_	_	_

അതില്‍	PRON	അത്	pn	any	sg	_	_	ഇല്	ilZ
1704	NUM	1704	num	_	_	_	_	_	_
കാലത്തെ	NOUN	കാലം	n	any	sg	3	d	എ	eV
ശവകുടീരങ്ങള്‍	NOUN	ശവകുടീരം	n	any	pl	3	d	കള്‍	NgaLu
ഉണ്ട്	VERB	ഉണ്ട്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

"	PUNCT	"	punc	_	_	_	_	_	_
മുക്കുടി	NOUN	മുക്കുടി	n	n	sg	3	d	_	_
കുടിക്കുക	VERB	കുടിക്കുക	v	_	_	_	_	_	_
"	PUNCT	"	punc	_	_	_	_	_	_
എന്ന	VERB	എന്ന	v	_	_	_	_	_	_
ഒരു	ADJ	ഒരു	avy	_	_	_	_	_	_
പ്രചാരം	NOUN	പ്രചാരം	n	n	sg	3	d	_	_
തന്നെ	PART	തന്നെ	avy	_	_	_	_	_	_
മുമ്പ്	NOUN	മുമ്പ്	nst	n	sg	3	d	_	_
കേരളത്തില്‍	NOUN	കേരള	n	n	sg	3	d	ഇല്‍	ttil
ഉണ്ടായിരുന്നു	VERB	ഉണ്ടായിരുന്നു	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഉപയോഗശൂന്യമായ	ADJ	ഉപയോഗശൂന്യമായ	adj	_	_	_	_	_	_
പ്ലാസ്റ്റിക്	NOUN	പ്ലാസ്റ്റിക്	n	n	sg	3	d	_	_
അലങ്കാരമത്സ്യകൃഷിയില്‍	NOUN	അലങ്കാരമത്സ്യകൃഷി	n	n	sg	3	d	ഇല്‍	yil
പ്രയോജനപ്പെടുത്തുക	VERB	പ്രയോജനപ്പെടുത്ത്	v	_	_	_	_	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ദ്യൂവ്	NOUN	ദ്യൂവ്	n	_	sg	3	d	_	_
ഗുജറാത്തിലെ	NOUN	ഗുജറാത്ത്	n	any	sg	3	d	ഇലെ	ileV
ജൂനാഗഡ്ഡ്	NOUN	ജൂനാഗഡ്ഡ്	n	any	sg	3	d	_	_
ജില്ലയും	NOUN	ജില്ല	n	any	sg	3	d	ഉം	uM
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
ചേര്‍ന്നുകിടക്കുന്നു	VERB	ചേര്ന്നുകിടക്കുന്നു	v	_	_	_	_	ഉന്നു	kkunnu
.	PUNCT	.	punc	_	_	_	_	_	_

എന്നാല്‍	SCONJ	എന്നാല്	avy	_	_	_	_	_	_
ശിവന്‍	NOUN	ശിവന്‍	n	m	sg	3	d	_	_
കുറച്ച്	ADJ	കുറച്ച്	avy	_	_	_	_	_	_
പേടിത്തൊണ്ടന്	NOUN	പേടിത്തൊണ്ടന്	n	m	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

176അടി	ADJ	176അടി	avy	_	_	_	_	_	_
ഉയരം	NOUN	ഉയരം	n	any	sg	3	d	_	_
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ബുലന്ദ്ദര്‍വാസാ	NOUN	ബുലന്ദ്ദര്വാസാ	n	_	sg	3	d	_	_
ഏഷൃയിലെ	NOUN	ഏഷം	n	any	sg	3	d	അ	a
ഏറ്റവും	ADJ	ഏറ്റവും	avy	_	_	_	_	_	_
വലിയ	ADJ	വലിയ	adj	any	any	any	_	_	_
വാതില്	NOUN	വാതില്	n	_	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

1950	NUM	1950	num	_	_	_	_	_	_
വരെ	ADP	വരെ	psp	_	_	_	_	_	_
മത്സരം	NOUN	മത്സരം	n	n	sg	3	d	_	_
നടന്നില്ല	VERB	നട	v	_	_	_	_	ന്നുഇല്ല	nnilla
.	PUNCT	.	punc	_	_	_	_	_	_

പ്രതിരോധം	NOUN	പ്രതിരോധം	n	n	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	_	_	_	_	_	_
പ്രധാനം	NOUN	പ്രധാനം	n	n	sg	3	d	_	_

ഞങ്ങള്‍	PRON	ഞന്	pn	n	pl	1	o	കള്	NGaL
വീണ്ടും	PART	വീണ്ടും	avy	_	_	_	_	_	_
സ്റ്റേഷനില്‍	NOUN	സ്രരേഷന്്	n	n	sg	3	d	ഇല്‍	il
തന്നെ	PART	തന്നെ	avy	_	_	_	_	_	_
എത്തി	VERB	എത്ത്	v	_	_	_	_	ഇ	i
.	PUNCT	.	punc	_	_	_	_	_	_

സാധാരണഗതിയില്‍	ADV	സാധാരണഗതിയില്‍	adv	_	_	_	_	_	_
ചെറിയ	ADJ	ചെറിയ	adj	_	_	_	_	_	_
തലവേദന	NOUN	തലവേദന	n	n	sg	3	d	_	_
മുതല്‍	ADP	മുതല്‍	psp	_	_	_	_	_	_
ശക്തിയേറിയ	ADJ	ശക്തിയേറിയ	adj	_	_	_	_	_	_
തലവേദന	NOUN	തലവേദന	n	n	sg	3	d	_	_
വരെ	ADP	വരെ	psp	_	_	_	_	_	_
ആന്തരികാവയവങ്ങള്ക്ക്	NOUN	ആന്തരികാവയവ	n	n	pl	3	d	കള്‍ക്ക്	NGaLkk
പ്രശ്നം	NOUN	പ്രശ്നം	n	n	sg	3	d	_	_
ഒന്നും	PART	ഒന്നും	avy	_	_	_	_	_	_
ഇല്ലാതെ	VERB	ഇല്ല	v	_	_	_	_	_	Ate
തന്നെ	PART	തന്നെ	avy	_	_	_	_	_	_
വരാറുണ്ട്	VERB	വര്	v	_	_	_	_	ആറ്ഉണ്ട്	aaRuNT
.	PUNCT	.	punc	_	_	_	_	_	_

ഈ	DET	ഈ	avy	_	_	_	_	_	_
റിപ്പോര്‍ട്ടിന്‍റെ	NOUN	റിപ്പോര്‍ട്ട്	n	n	sg	3	d	ടെ	inRe
അടിസ്ഥാനത്തില്‍	NOUN	അടിസ്ഥാന	n	n	sg	3	d	ഇല്‍	ttil
ബ്രിട്ടീഷ്	ADJ	ബ്രിട്ടീഷ്	adj	_	_	_	_	_	_
പാര്ലമെന്റ്	NOUN	പാര്ലമെന്റ്	n	n	sg	3	d	_	_
1919ല്	NOUN	1919	n	n	sg	3	d	ഇല്	il
ഒരു	ADJ	ഒരു	avy	_	_	_	_	_	_
ഭരണപരിഷ്കാര	ADJ	ഭരണപരിഷ്കാര	adj	_	_	_	_	_	_
നിയമവും	NOUN	നിയമ	n	n	sg	3	d	_	vum
പാസ്സാക്കുക	VERB	പാസ്സാക്ക്	v	_	_	_	_	_	uka
ഉണ്ടായി	VERB	ഉണ്ടായി	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

പ്രാചീന	ADJ	പ്രാചീന	adj	any	any	any	_	_	_
കേരളത്തിനെ	NOUN	കേരളം	n	any	sg	3	d	എ	eV
പ്രാചീന	ADJ	പ്രാചീന	adj	any	any	any	_	_	_
ചരിത്രകാരന്മാര്‍	NOUN	ചരിത്രകാരന്	n	m	pl	3	d	മാര്‍	mAR
തമിഴ്	NOUN	തമിഴ്	n	any	sg	3	d	_	_
ഭൂപ്രദേശത്തിന്‍റെ	NOUN	ഭൂപ്രദേശം	n	any	sg	3	d	ഉടെ	uteV
ഭാഗം	NOUN	ഭാഗം	n	any	sg	3	d	_	_
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
മനസിലാക്കിയിരുന്നു	VERB	മനസിലാക്ക്	v	any	any	any	_	ടിരുന്നു	tirunnu
.	PUNCT	.	punc	_	_	_	_	_	_

കഴിഞ്ഞ	ADJ	കഴിഞ്ഞ	adj	_	_	_	_	_	_
സര്‍ക്കാരിന്റെ	NOUN	സര്‍ക്കാര്	n	n	sg	3	d	ടെ	inRe
കാലത്ത്	NOUN	കാല	n	n	sg	3	d	ത്ത്	tt
കയര്‍ഭൂവസ്ത്രത്തിന്റെ	NOUN	കയര്‍ഭൂവസ്ത്ര	n	n	sg	3	d	ടെ	ttinRe
ഉപയോഗം	NOUN	ഉപയോഗം	n	n	sg	3	d	_	_
വ്യാപിപ്പിക്കുന്നതിന്	VERB	വ്യാപി	v	_	_	_	_	_	ppikkunnatinu
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
ചില	ADJ	ചില	avy	_	_	_	_	_	_
പരിശ്രമങ്ങള്‍	NOUN	പരിശ്രമ	n	n	pl	3	d	കള്‍	NGaL
നടത്തിയിരുന്നു	VERB	നടത്ത്	v	_	_	_	_	ഇരിഉന്നു	ttiyirunnu
.	PUNCT	.	punc	_	_	_	_	_	_

ആഗ്രഹം	NOUN	ആഗ്രഹം	n	n	sg	3	d	_	_
ഉണ്ട്	VERB	ഉണ്ട്	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

സൈന്യഅക്കാഡമിയെ	NOUN	സൈന്യഅക്കാഡമിയെ	n	_	sg	3	d	എ	ye
കൂടാതെ	VERB	കൂടു	v	_	_	_	_	_	Ate
ദനുസ്കൂളും	NOUN	ദനുസ്കൂളും	n	_	sg	3	d	_	um
കാണാന്‍	VERB	കാണ്	v	any	any	any	_	ആന്	AnZ
നല്ലത്	NOUN	നല്ലത്	n	any	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

തന്‍റെ	PRON	തന്	pn	n	sg	2	o	ടെ	NTe
ചേട്ടനും	NOUN	ചേട്ടന്	n	m	sg	3	d	_	um
കൂടെ	ADP	കൂടെ	psp	_	_	_	_	_	_
ഉണ്ട്	VERB	ഉണ്ട്	v	_	_	_	_	_	_
അല്ലോ	PART	അല്ലോ	avy	_	_	_	_	_	_
എന്ന്	SCONJ	എന്ന്	avy	_	_	_	_	_	_
ഓര്‍ത്തപ്പോള്‍	VERB	ഓര്‍ക്ക്	v	_	_	_	_	_	ttappOL
സത്യഭാമക്ക്	NOUN	സത്യഭാമ	n	f	sg	3	d	ക്ക്	kku
അല്പം	ADJ	അല്പം	avy	_	_	_	_	_	_
ആശ്വാസം	NOUN	ആശ്വാസം	n	n	sg	3	d	_	_
ആയി	VERB	ആ	v	_	_	_	_	ഇ	yi
।	PUNCT	।	punc	_	_	_	_	_	_

പക്ഷെ	CCONJ	പക്ഷേ	avy	_	_	_	_	_	_
ടീം	NOUN	ടീം	n	n	sg	3	d	_	_
ഒത്തുവരാതെ	VERB	ഒക്ക്	v	_	_	_	_	ത്തുവര്	ttuvarAte
അതും	PRON	അത്	pn	n	sg	3	d	_	um
മുടങ്ങി	VERB	മുടങ്ങ്	v	_	_	_	_	ഇ	yi
.	PUNCT	.	punc	_	_	_	_	_	_

ബിസിനസ്	NOUN	ബിസിനസ്	n	n	sg	3	d	_	_
ചെയ്ത്	VERB	ചെയ്	v	_	_	_	_	ത്	tu
അച്ഛന്‍	NOUN	അച്ഛന്‍	n	m	sg	3	d	_	_
വേണ്ടുവോളം	ADV	വേണ്ടുവോളം	adv	_	_	_	_	_	_
സമ്പാദിച്ചതു	VERB	സമ്പാദിക്ക്	v	_	_	_	_	ച്ച	ccatu
കൊണ്ട്	ADP	കൊണ്ട്	psp	_	_	_	_	_	_
പണത്തിനു	NOUN	പണ	n	n	sg	3	d	ഉ്	ttinu
മാത്രം	PART	മാത്രം	avy	_	_	_	_	_	_
ഒരു	ADJ	ഒരു	avy	_	_	_	_	_	_
കുറവും	NOUN	കുറവ്	n	n	sg	3	d	_	um
ഉണ്ടായിട്ടില്ല	VERB	ഉണ്ടാക്	v	_	_	_	_	ഇഇല്ല	yiTTilla
।	PUNCT	।	punc	_	_	_	_	_	_

മൂന്നാര്‍	NOUN	മൂന്നാര്	n	any	sg	3	d	_	_
ഭാരതത്തിലെ	NOUN	ഭാരതം	n	any	sg	3	d	ഇലെ	ileV
പ്രധാനപെട്ട	ADJ	പ്രധാനപെട്ട	adj	_	_	_	_	_	_
ഗ്രീഷ്മകാലവാസസ്ഥലങ്ങളില്‍	NOUN	ഗ്രീഷ്മകാലവാസസ്ഥലങുന്ക്ന്	n	_	pl	3	d	കള്ഇല്	NGaLil
ഒന്ന്	NUM	ഒന്ന്	n	any	sg	_	_	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

യുപിഎസര്‍ക്കാരിനെ	NOUN	യുപിഎസര്ക്കാര്	n	n	sg	3	d	ഉ്എ	ine
അതിശയിക്കുന്ന	VERB	അത്	pn	any	sg	_	_	ഉ	u
കോര്‍പറേറ്റ്സേവ	NOUN	കോര്പ്പറേറ്റ്സേവ	n	n	sg	3	d	_	_
നടത്തുന്ന	VERB	നടത്ത്	v	_	_	_	_	ഉന്ന	unna
മോഡിസര്‍ക്കാരിന്റെ	NOUN	മോഡിസര്ക്കാര്	n	n	sg	3	d	ടെ	inRe
കീഴില്‍	NOUN	കീഴില്	n	n	sg	3	d	_	_
ഒഎസ്ഡിഡി	NOUN	ഒഎസ്ഡിഡി	n	n	sg	3	d	_	_
പദ്ധതി	NOUN	പദ്ധതി	n	n	sg	3	d	_	_
അട്ടിമറിക്കപ്പെടുമോ	VERB	അട്ടിമറി	v	_	_	_	_	_	kkappeTumO
എന്ന	VERB	എന്ന്	psp	any	any	any	_	_	a
ആശങ്ക	NOUN	ആശങ്ക	n	n	sg	3	d	_	_
പരന്നിട്ടുണ്ട്	VERB	പര	v	_	_	_	_	ന്നുഇട്ട്ഉണ്ട്	nniTTunNTu
.	PUNCT	.	punc	_	_	_	_	_	_

ഇത്രയും	ADJ	ഇത്ര	n	any	sg	_	_	ഉം	uM
കിട്ടുന്നതിനാല്‍	VERB	കിട്ട്	v	any	any	any	_	ഉന്നതിനാല്	unnawinAlZ
താങ്കള്‍	PRON	താങ്കള്	pn	any	sg	2	o	കള്‍	NGaL
ലയിച്ചു	VERB	ലയിക്ക്	v	any	any	any	_	ടു	tu
നിന്നുപോകും	VERB	നിന്നുപോക്	v	any	any	any	_	ഉം	uM
.	PUNCT	.	punc	_	_	_	_	_	_

മലയാളത്തില്‍	NOUN	മലയാള	n	n	sg	3	d	ത്ത്ഇല്	ttil
ഹിറ്റ	NOUN	ഹിറ്റ	n	n	sg	3	d	_	_
ആയ	VERB	ആ	v	_	_	_	_	_	ya
ചാക്കോച്ചന്‍	NOUN	ചാക്കോച്ചന്‍	n	m	sg	3	d	_	_
-	SYM	-	punc	_	_	_	_	_	_
ബിജുമേനോന്‍	NOUN	ബിജുമേനോന്‍	n	m	sg	3	d	_	_
കൂട്ടുകെട്ട്	NOUN	കൂട്ടുകെട്ട്	n	n	sg	3	d	_	_
പിറന്നതും	VERB	പിറ	v	_	_	_	_	ന്ന	nnatum
ഓര്‍ഡിനറിയിലൂടെ	NOUN	ഓര്‍ഡിനറി	n	n	sg	3	d	ഇല്ഊടെ	yilUTe
ആയിരുന്നു	VERB	ആയിരുന്നു	v	_	_	_	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഒരു	ADJ	ഒരു	avy	_	_	_	_	_	_
ചായ	NOUN	ചായ	n	n	sg	3	d	_	_
കുടിച്ച	VERB	കുടി	v	_	_	_	_	ച്ച	cca
ഉന്‍മേഷത്തില്‍	NOUN	ഉന്മേഷ	n	n	sg	3	d	ഇല്‍	ttil
ആയിരുന്നു	VERB	ആയിരിക്ക്	v	any	any	any	_	ടു	tu
ഞങ്ങള്	PRON	ഞന്	pn	n	pl	1	o	കള്‍	kaL
ആ	DET	ആ	avy	_	_	_	_	_	_
കയറ്റം	NOUN	കയറ്രം	n	n	sg	3	d	_	_
കയറി	VERB	കയറ്	v	_	_	_	_	ഇ	yi
തുടങ്ങിയത്	VERB	തുടങ്ങ്	v	_	_	_	_	ഇ	iyatu
.	PUNCT	.	punc	_	_	_	_	_	_

അലഹബാദ്	NOUN	അലഹബാദ്	n	any	sg	3	d	_	_
മ്യൂസിയം	NOUN	മ്യൂസിയം	n	any	sg	3	d	_	_
സ്ഥിതി	NOUN	സ്ഥിതി	n	any	sg	3	d	_	_
ചെയ്യുന്നത്	VERB	ചെയ്യ്	v	any	any	any	_	ഉന്നത്	unnaw
കമലാനെഹ്രു	NOUN	കമലാനെഹ്രു	n	_	sg	3	d	_	_
റോഡില്‍	NOUN	റോഡ്	n	any	sg	3	d	ഇല്	ilZ
ചന്ദ്രശേഖര്‍ആസാദ്	NOUN	ചന്ദ്രശേഖരാസാദ്	n	_	sg	3	d	_	_
റോഡിനു	NOUN	റോഡ്	n	any	sg	3	d	ഇല്	ilZ
സമീപം	NOUN	സമീപം	n	any	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
.	PUNCT	.	punc	_	_	_	_	_	_

ഓ	INTJ	ഓ	avy	_	_	_	_	_	_
ദൈവമേ	NOUN	ദൈവം	n	n	sg	3	d	ഏ	E
!	PUNCT	!	punc	_	_	_	_	_	_
നിന്റെ	PRON	നിന്	pn	n	sg	2	d	ടെ	inRe
സംരക്ഷണം	NOUN	സംരക്ഷണം	n	n	sg	3	d	_	_
എത്ര	ADJ	എത്ര	adj	_	_	_	_	_	_
വലുത്	NOUN	വലുത്	n	n	sg	3	d	_	_
ആണ്	VERB	ആണ്	v	any	any	any	_	_	_
എന്ന്	SCONJ	എന്ന്	avy	_	_	_	_	_	_
ഞങ്ങള്‍	PRON	ഞന്	pn	n	pl	3	o	കള്‍	NJaL
മനസിലാക്കുന്നു	VERB	മനസിലാക്ക്	v	_	_	_	_	ഉന്നു	unnu
.	PUNCT	.	punc	_	_	_	_	_	_

വിവിധ	ADJ	വിവിധ	adj	any	any	any	_	_	_
തരത്തില്	NOUN	തരത്തില്	n	_	sg	3	d	ഇല്‍	ttil
ഉള്ള	VERB	ഉള്	v	_	_	_	_	_	a
ആളുകള്‍ക്ക്	NOUN	ആള്	n	any	pl	3	d	ക്ക്	kk
